signature,maxTargetSdk,presentAfter,publicAlternatives,returnType,trackingBug
|Lsun/security/x509/AlgorithmId;->getOID()Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/AlgorithmId;->getParameters()Ljava/security/AlgorithmParameters;|,||,||,||,||,||
|Lsun/security/x509/AlgorithmId;->params:Lsun/security/util/DerValue;|,||,||,||,||,||
|Lsun/security/x509/AlgorithmId;->parse(Lsun/security/util/DerValue;)Lsun/security/x509/AlgorithmId;|,||,||,||,||,||
|Lsun/security/x509/AlgorithmId;->sha1WithRSAEncryption_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/AttributeNameEnumeration;-><init>()V|,||,||,||,||,||
|Lsun/security/x509/CRLDistributionPointsExtension;->encodeThis()V|,||,||,||,||,||
|Lsun/security/x509/CRLNumberExtension;-><init>(Ljava/lang/Boolean;Ljava/lang/Object;)V|,||,||,||,||,||
|Lsun/security/x509/CRLNumberExtension;->encodeThis()V|,||,||,||,||,||
|Lsun/security/x509/CRLNumberExtension;->get(Ljava/lang/String;)Ljava/lang/Object;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/CRLNumberExtension;->get(Ljava/lang/String;)Ljava/math/BigInteger;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/CertificateAlgorithmId;-><init>(Lsun/security/x509/AlgorithmId;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateExtensions;-><init>()V|,||,||,||,||,||
|Lsun/security/x509/CertificateExtensions;-><init>(Lsun/security/util/DerInputStream;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateExtensions;->encode(Ljava/io/OutputStream;Z)V|,||,||,||,||,||
|Lsun/security/x509/CertificateExtensions;->get(Ljava/lang/String;)Ljava/lang/Object;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/CertificateExtensions;->get(Ljava/lang/String;)Lsun/security/x509/Extension;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/CertificateExtensions;->set(Ljava/lang/String;Ljava/lang/Object;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateIssuerName;-><init>(Lsun/security/x509/X500Name;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateSerialNumber;-><init>(I)V|,||,||,||,||,||
|Lsun/security/x509/CertificateSerialNumber;-><init>(Ljava/math/BigInteger;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateSubjectName;-><init>(Lsun/security/x509/X500Name;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateSubjectName;->get(Ljava/lang/String;)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/security/x509/CertificateValidity;-><init>(Ljava/util/Date;Ljava/util/Date;)V|,||,||,||,||,||
|Lsun/security/x509/CertificateVersion;-><init>(I)V|,||,||,||,||,||
|Lsun/security/x509/CertificateX509Key;-><init>(Ljava/security/PublicKey;)V|,||,||,||,||,||
|Lsun/security/x509/Extension;-><init>(Lsun/security/x509/Extension;)V|,||,||,||,||,||
|Lsun/security/x509/Extension;->encode(Lsun/security/util/DerOutputStream;)V|,||,||,||,||,||
|Lsun/security/x509/Extension;->getExtensionId()Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/GeneralName;-><init>(Lsun/security/x509/GeneralNameInterface;)V|,||,||,||,||,||
|Lsun/security/x509/GeneralName;->getName()Lsun/security/x509/GeneralNameInterface;|,||,||,||,||,||
|Lsun/security/x509/GeneralName;->getType()I|,||,||,||,||,||
|Lsun/security/x509/GeneralNames;-><init>()V|,||,||,||,||,||
|Lsun/security/x509/GeneralNames;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/GeneralNames;->add(Lsun/security/x509/GeneralName;)Lsun/security/x509/GeneralNames;|,||,||,||,||,||
|Lsun/security/x509/GeneralNames;->encode(Lsun/security/util/DerOutputStream;)V|,||,||,||,||,||
|Lsun/security/x509/GeneralNames;->isEmpty()Z|,||,||,||,||,||
|Lsun/security/x509/KeyIdentifier;-><init>(Ljava/security/PublicKey;)V|,||,||,||,||,||
|Lsun/security/x509/KeyIdentifier;->getIdentifier()[B|,||,||,||,||,||
|Lsun/security/x509/KeyIdentifier;->octetString:[B|,||,||,||,||,||
|Lsun/security/x509/KeyUsageExtension;-><init>([Z)V|,||,||,||,||,||
|Lsun/security/x509/KeyUsageExtension;->get(Ljava/lang/String;)Ljava/lang/Boolean;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/KeyUsageExtension;->get(Ljava/lang/String;)Ljava/lang/Object;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/NetscapeCertTypeExtension;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/NetscapeCertTypeExtension;->get(Ljava/lang/String;)Ljava/lang/Boolean;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/NetscapeCertTypeExtension;->get(Ljava/lang/String;)Ljava/lang/Object;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/OIDMap$OIDInfo;->clazz:Ljava/lang/Class;|,||,||,||,||,||
|Lsun/security/x509/OIDMap;->getClass(Lsun/security/util/ObjectIdentifier;)Ljava/lang/Class;|,||,||,||,||,||
|Lsun/security/x509/OIDMap;->nameMap:Ljava/util/Map;|,||,||,||,||,||
|Lsun/security/x509/OIDMap;->oidMap:Ljava/util/Map;|,||,||,||,||,||
|Lsun/security/x509/PKIXExtensions;->CertificateIssuer_Id:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/SerialNumber;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/SubjectAlternativeNameExtension;->get(Ljava/lang/String;)Ljava/lang/Object;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/SubjectAlternativeNameExtension;->get(Ljava/lang/String;)Lsun/security/x509/GeneralNames;|,|30|,||,||,||,|170729553|
|Lsun/security/x509/SubjectKeyIdentifierExtension;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/URIName;->getName()Ljava/lang/String;|,||,||,||,||,||
|Lsun/security/x509/URIName;->getScheme()Ljava/lang/String;|,||,||,||,||,||
|Lsun/security/x509/UniqueIdentity;-><init>(Lsun/security/util/DerInputStream;)V|,||,||,||,||,||
|Lsun/security/x509/UniqueIdentity;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/UniqueIdentity;->encode(Lsun/security/util/DerOutputStream;B)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;-><init>(Ljava/lang/String;)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;-><init>(Ljava/lang/String;Ljava/lang/String;)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;-><init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V|,|30|,||,||,||,|170729553|
|Lsun/security/x509/X500Name;-><init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V|,|30|,||,||,||,|170729553|
|Lsun/security/x509/X500Name;-><init>(Lsun/security/util/DerInputStream;)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;->DNQUALIFIER_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->DOMAIN_COMPONENT_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->GENERATIONQUALIFIER_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->GIVENNAME_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->INITIALS_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->SERIALNUMBER_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->SURNAME_OID:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->allAvas()Ljava/util/List;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->asX500Name(Ljavax/security/auth/x500/X500Principal;)Lsun/security/x509/X500Name;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->asX500Principal()Ljavax/security/auth/x500/X500Principal;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->commonName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->countryName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->encode(Lsun/security/util/DerOutputStream;)V|,||,||,||,||,||
|Lsun/security/x509/X500Name;->getCommonName()Ljava/lang/String;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->ipAddress_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->isEmpty()Z|,||,||,||,||,||
|Lsun/security/x509/X500Name;->localityName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->orgName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->orgUnitName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->stateName_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->streetAddress_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->title_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X500Name;->userid_oid:Lsun/security/util/ObjectIdentifier;|,||,||,||,||,||
|Lsun/security/x509/X509CRLEntryImpl;->getExtension(Lsun/security/util/ObjectIdentifier;)Lsun/security/x509/Extension;|,||,||,||,||,||
|Lsun/security/x509/X509CRLImpl;-><init>(Ljava/io/InputStream;)V|,||,||,||,||,||
|Lsun/security/x509/X509CRLImpl;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/X509CRLImpl;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/X509CRLImpl;->getEncodedInternal()[B|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;-><init>(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;-><init>(Lsun/security/x509/X509CertInfo;)V|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->algId:Lsun/security/x509/AlgorithmId;|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->get(Ljava/lang/String;)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->getEncodedInternal()[B|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->parse(Lsun/security/util/DerValue;)V|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->readOnly:Z|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->sign(Ljava/security/PrivateKey;Ljava/lang/String;)V|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->signature:[B|,||,||,||,||,||
|Lsun/security/x509/X509CertImpl;->signedCert:[B|,||,||,||,||,||
|Lsun/security/x509/X509CertInfo;-><init>()V|,||,||,||,||,||
|Lsun/security/x509/X509CertInfo;-><init>([B)V|,||,||,||,||,||
|Lsun/security/x509/X509CertInfo;->get(Ljava/lang/String;)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/security/x509/X509CertInfo;->set(Ljava/lang/String;Ljava/lang/Object;)V|,||,||,||,||,||
|Lsun/security/x509/X509Key;-><init>()V|,||,||,||,||,||
|Lsun/security/x509/X509Key;->algid:Lsun/security/x509/AlgorithmId;|,||,||,||,||,||
|Lsun/security/x509/X509Key;->encodedKey:[B|,||,||,||,||,||
|Lsun/security/x509/X509Key;->key:[B|,||,||,||,||,||
|Lsun/security/x509/X509Key;->parse(Lsun/security/util/DerValue;)Ljava/security/PublicKey;|,||,||,||,||,||
|Lsun/security/x509/X509Key;->unusedBits:I|,||,||,||,||,||
|Lsun/util/calendar/AbstractCalendar;->getDayOfWeekDateOnOrBefore(JI)J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/AbstractCalendar;->getEras()[Lsun/util/calendar/Era;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/AbstractCalendar;->getTimeOfDayValue(Lsun/util/calendar/CalendarDate;)J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/BaseCalendar$Date;->getNormalizedYear()I|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/BaseCalendar$Date;->setNormalizedYear(I)V|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->getDayOfMonth()I|,||,||,||,||,||
|Lsun/util/calendar/CalendarDate;->getMonth()I|,||,||,||,||,||
|Lsun/util/calendar/CalendarDate;->getTimeOfDay()J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->getYear()I|,||,||,||,||,||
|Lsun/util/calendar/CalendarDate;->setDate(III)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->setDayOfMonth(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->setHours(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->setMillis(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->setMinutes(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarDate;->setSeconds(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarSystem;->forName(Ljava/lang/String;)Lsun/util/calendar/CalendarSystem;|,||,||,||,||,||
|Lsun/util/calendar/CalendarSystem;->getGregorianCalendar()Lsun/util/calendar/Gregorian;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarSystem;->getTime(Lsun/util/calendar/CalendarDate;)J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarSystem;->newCalendarDate(Ljava/util/TimeZone;)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarSystem;->validate(Lsun/util/calendar/CalendarDate;)Z|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarUtils;->floorDivide(II)I|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarUtils;->floorDivide(JJ)J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarUtils;->mod(II)I|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/CalendarUtils;->mod(JJ)J|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/Era;-><init>(Ljava/lang/String;Ljava/lang/String;JZ)V|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/Era;->getAbbreviation()Ljava/lang/String;|,||,||,||,||,||
|Lsun/util/calendar/Era;->getName()Ljava/lang/String;|,||,||,||,||,||
|Lsun/util/calendar/Era;->getSinceDate()Lsun/util/calendar/CalendarDate;|,||,||,||,||,||
|Lsun/util/calendar/ImmutableGregorianDate;->unsupported()V|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->getNormalizedYear()I|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->setEra(Lsun/util/calendar/Era;)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->setEra(Lsun/util/calendar/Era;)Lsun/util/calendar/LocalGregorianCalendar$Date;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->setNormalizedYear(I)V|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->setYear(I)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar$Date;->setYear(I)Lsun/util/calendar/LocalGregorianCalendar$Date;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar;->newCalendarDate(Ljava/util/TimeZone;)Lsun/util/calendar/CalendarDate;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar;->newCalendarDate(Ljava/util/TimeZone;)Lsun/util/calendar/LocalGregorianCalendar$Date;|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar;->normalize(Lsun/util/calendar/CalendarDate;)Z|,|30|,||,||,||,|170729553|
|Lsun/util/calendar/LocalGregorianCalendar;->validate(Lsun/util/calendar/CalendarDate;)Z|,|30|,||,||,||,|170729553|
